ProductId,Gender,Category,SubCategory,ProductType,Colour,Usage,ProductTitle,Image,ImageURL
9204,Men,Footwear,Shoes,Casual Shoes,Black,Casual,Puma Men Future Cat Remix SF Black Casual Shoes,9204.jpg,http://assets.myntassets.com/v1/images/style/properties/051d64772f1b38ff476fbf0a807f365a_images.jpg
18653,Men,Footwear,Flip Flops,Flip Flops,Black,Casual,Fila Men Cush Flex Black Slippers,18653.jpg,http://assets.myntassets.com/v1/images/style/properties/53690e3f396f411e184b249672d6ebae_images.jpg
12967,Men,Footwear,Sandal,Sandals,Black,Casual,ADIDAS Men Spry M Black Sandals,12967.jpg,http://assets.myntassets.com/v1/images/style/properties/c5a22e9ccf9b10e0a89ffbbf3e386584_images.jpg
9036,Men,Footwear,Shoes,Formal Shoes,Black,Formal,Buckaroo Men Flores Black Formal Shoes,9036.jpg,http://assets.myntassets.com/v1/images/style/properties/06edc2da9c6d103d299e5e8dafc5b6b9_images.jpg
39988,Men,Footwear,Shoes,Casual Shoes,White,Casual,Gas Men Europa White Shoes,39988.jpg,http://assets.myntassets.com/v1/images/style/properties/9c3d77147758ab10f12caf6184fe13ef_images.jpg
3168,Men,Footwear,Shoes,Sports Shoes,White,Sports,Nike Men's Incinerate MSL White Blue Shoe,3168.jpg,http://assets.myntassets.com/v1/images/style/properties/4eff2353c62ec8b7bca9fbbaf5996bd2_images.jpg
10268,Men,Footwear,Shoes,Formal Shoes,Black,Formal,Clarks Men Hang Work Leather Black Formal Shoes,10268.jpg,http://assets.myntassets.com/v1/images/style/properties/2976e4095e7b3ae2de99df54d2adeaaa_images.jpg
59435,Men,Footwear,Shoes,Formal Shoes,Black,Formal,Arrow Men Black Formal Shoes,59435.jpg,http://assets.myntassets.com/v1/images/style/properties/Arrow-Men-Black-Formal-Shoes_70a3c7c185338a5636c8c0e668829bb6_images.jpg
22198,Men,Footwear,Shoes,Casual Shoes,Black,Casual,Timberland Men Black Casual Shoes,22198.jpg,http://assets.myntassets.com/v1/images/style/properties/70e74ca34b3b534b19d6b006d5bfad0a_images.jpg
29570,Men,Footwear,Shoes,Casual Shoes,Purple,Casual,Vans Men Classic Slip-On Purple & Black Shoes,29570.jpg,http://assets.myntassets.com/v1/images/style/properties/49f884ddf4420d869ad143857d3bc33d_images.jpg
6628,Men,Footwear,Shoes,Sports Shoes,White,Sports,ADIDAS Men's Lowell White Silver Shoe,6628.jpg,http://assets.myntassets.com/v1/images/style/properties/0707b75d2d44e9cec9d27c944294ddbe_images.jpg
26538,Men,Footwear,Shoes,Casual Shoes,Red,Casual,ID Men Red Shoes,26538.jpg,http://assets.myntassets.com/v1/images/style/properties/6a6ebc47eaf2fe034bcfd94060a285ba_images.jpg
49495,Men,Footwear,Shoes,Casual Shoes,Khaki,Casual,Vans Men Khaki Shoes,49495.jpg,http://assets.myntassets.com/v1/images/style/properties/Vans-Men-Khaki-Shoes_dcaf7c703e9c0396650529df2b2a8893_images.jpg
19123,Men,Footwear,Flip Flops,Flip Flops,Silver,Casual,Lotto Men XL Water Man Silver Slippers,19123.jpg,http://assets.myntassets.com/v1/images/style/properties/69482728a521cbd2ba571e36016d5f63_images.jpg
43369,Men,Footwear,Flip Flops,Flip Flops,Black,Casual,Reebok Men Black Possession Flip Flops,43369.jpg,http://assets.myntassets.com/v1/images/style/properties/647838a2e988ab55b76c9aa9ddd15ad7_images.jpg
33822,Men,Footwear,Shoes,Sports Shoes,White,Sports,Puma Men Axis White & Grey Sports Shoes,33822.jpg,http://assets.myntassets.com/v1/images/style/properties/52ad8ae288ba080d88a116b3c70305ec_images.jpg
11940,Men,Footwear,Sandal,Sandals,Black,Casual,Ganuchi Men Casual Black Sandals,11940.jpg,http://assets.myntassets.com/v1/images/style/properties/b23f1e70aec0102c360fb9dfdc476023_images.jpg
19311,Men,Footwear,Shoes,Casual Shoes,White,Casual,Nike Men Air Rift MTR White Casual Shoe,19311.jpg,http://assets.myntassets.com/v1/images/style/properties/ac5a2fb9462db16f4cf5fc0f3616a9e6_images.jpg
42089,Men,Footwear,Shoes,Sports Shoes,White,Sports,ADIDAS Men White Corona Sports Shoes,42089.jpg,http://assets.myntassets.com/v1/images/style/properties/5059a8f382c53105f1bdce6780543934_images.jpg
49461,Men,Footwear,Shoes,Casual Shoes,Blue,Casual,Vans Men Blue Era Scilla Plaid Shoes,49461.jpg,http://assets.myntassets.com/v1/images/style/properties/Vans-Men-Blue-Casual-Shoes_f9ad04b071e06c34a04e2c0a047d58a1_images.jpg
23882,Men,Footwear,Shoes,Sports Shoes,Grey,Sports,Fila Men Destiny Grey Sports Shoes,23882.jpg,http://assets.myntassets.com/v1/images/style/properties/498da65eeee9a23f2049449258384d55_images.jpg
34835,Men,Footwear,Shoes,Sports Shoes,Blue,Sports,ADIDAS Men Blue Chill Sports Shoes,34835.jpg,http://assets.myntassets.com/v1/images/style/properties/c0abfa74fe61af6ba9e5f4936f45e6c7_images.jpg
33648,Men,Footwear,Sandal,Sandals,Brown,Casual,Lotto Men Ridge Brown Sandals,33648.jpg,http://assets.myntassets.com/v1/images/style/properties/42344fe581af7a4c62d2a39ceb57be24_images.jpg
18495,Men,Footwear,Sandal,Sandals,White,Casual,Puma Men Fashion Cat White Slipper,18495.jpg,http://assets.myntassets.com/v1/images/style/properties/c78acc78b83e4f2e014215d2a302f04b_images.jpg
41866,Men,Footwear,Sandal,Sandals,Beige,Casual,Estd. 1977 Men Beige & Green Sandals,41866.jpg,http://assets.myntassets.com/v1/images/style/properties/7adfef9d7001cdcb9a58822c0c8b615f_images.jpg
44528,Men,Footwear,Sandal,Sandals,Black,Casual,Coolers Men Black Sandals,44528.jpg,http://assets.myntassets.com/v1/images/style/properties/5fdccf41dafc022f36adea9a7df6751c_images.jpg
42042,Men,Footwear,Shoes,Sports Shoes,White,Sports,Nike Men Air Relentless 2 MSL White Sports Shoes,42042.jpg,http://assets.myntassets.com/v1/images/style/properties/16a858c7c58d665ba030df2f9f326086_images.jpg
23849,Men,Footwear,Shoes,Casual Shoes,Black,Casual,ADIDAS Men Black Anzo Breeze Casual Shoes,23849.jpg,http://assets.myntassets.com/v1/images/style/properties/aca469db7fbac91473fc2a810461889d_images.jpg
24250,Men,Footwear,Shoes,Casual Shoes,White,Casual,Numero Uno Men White Casual Shoes,24250.jpg,http://assets.myntassets.com/v1/images/style/properties/ff82e800185f09437bdd38606dbd4ec6_images.jpg
15517,Men,Footwear,Shoes,Casual Shoes,Red,Casual,Rockport Men LLandro Red Casual Shoes,15517.jpg,http://assets.myntassets.com/v1/images/style/properties/0ea0e6130d5d4c093e0e516f9b43ced6_images.jpg
23247,Men,Footwear,Shoes,Formal Shoes,Black,Formal,Arrow Men Formal Black Shoe,23247.jpg,http://assets.myntassets.com/v1/images/style/properties/0201105e4604bc784525d9cf0e972c40_images.jpg
10633,Men,Footwear,Shoes,Formal Shoes,Brown,Formal,Carlton London Men Formal Brown Formal Shoes,10633.jpg,http://assets.myntassets.com/v1/images/style/properties/b195b911f558c0232e22849d1ca73193_images.jpg
17416,Men,Footwear,Shoes,Sports Shoes,Black,Sports,Lotto Men Atlantica Black Sports Shoe,17416.jpg,http://assets.myntassets.com/v1/images/style/properties/1279efc8b61fb461a804f0c1f82f276b_images.jpg
12958,Men,Footwear,Shoes,Sports Shoes,Black,Sports,ADIDAS Men Sports Black Sports Shoes,12958.jpg,http://assets.myntassets.com/v1/images/style/properties/9c0d1badace8d2eb9680232648e94d85_images.jpg
30234,Men,Footwear,Flip Flops,Flip Flops,Black,Casual,Numero Uno Men Black Flip Flops,30234.jpg,http://assets.myntassets.com/v1/images/style/properties/7b99e89eac30c7d4d78d54c8cc67e35a_images.jpg
35574,Men,Footwear,Flip Flops,Flip Flops,Red,Casual,Gliders Men Esquire Red Flip Flops,35574.jpg,http://assets.myntassets.com/v1/images/style/properties/9c1df994bfd66e4485b82d0e74066d98_images.jpg
54543,Men,Footwear,Shoes,Sports Shoes,White,Casual,F Sports Men White Outlander Sports Shoes,54543.jpg,http://assets.myntassets.com/v1/images/style/properties/F-Sports-Men-White-Outlander-Sports-Shoes_b600b7c68b5e9dd8b56dcd8732ce0fda_images.jpg
32751,Men,Footwear,Shoes,Casual Shoes,Black,Casual,FILA Men Liga II Black Shoes,32751.jpg,http://assets.myntassets.com/v1/images/style/properties/ea051d39d65bfdcba994e6cd49061bd7_images.jpg
45603,Men,Footwear,Shoes,Formal Shoes,Black,Formal,Arrow Men Black Formal Shoes,45603.jpg,http://assets.myntassets.com/v1/images/style/properties/8f3b9f4c5f554e39681567b22985966e_images.jpg
4524,Men,Footwear,Shoes,Sports Shoes,Black,Sports,Puma Men's YugoRun Black White Shoe,4524.jpg,http://assets.myntassets.com/v1/images/style/properties/fae0ae76d008674551fbdbb64988ea51_images.jpg
41859,Men,Footwear,Sandal,Sandals,Black,Casual,Estd. 1977 Men Black Sandals,41859.jpg,http://assets.myntassets.com/v1/images/style/properties/2a07ce87fedfca8928f12f3ddf6b7632_images.jpg
21180,Men,Footwear,Flip Flops,Flip Flops,Black,Casual,ADIDAS Men Adi Cells Black Flip Flops,21180.jpg,http://assets.myntassets.com/v1/images/style/properties/b057c9e8d5ccc63369807a12f67a39ac_images.jpg
39943,Men,Footwear,Shoes,Casual Shoes,Brown,Casual,GAS Men Brown Count Casual Shoes,39943.jpg,http://assets.myntassets.com/v1/images/style/properties/f2d705addd04fcf5516aef873254441e_images.jpg
44517,Men,Footwear,Flip Flops,Flip Flops,Brown,Casual,Coolers Men Brown Pokar Flip Flops,44517.jpg,http://assets.myntassets.com/v1/images/style/properties/Coolers-Men-POKAR-Brown-Flip-Flops_8b247db935e7cfffb8f5a0b8d578f7bf_images.jpg
8913,Men,Footwear,Shoes,Sports Shoes,White,Sports,Puma Men Cabana Racer Sketch White Sports Shoes,8913.jpg,http://assets.myntassets.com/v1/images/style/properties/c7a70ae4f57ca4c605f4fabb82c735fc_images.jpg
22705,Men,Footwear,Shoes,Casual Shoes,White,Casual,Nike Men White Capri II Casual Shoe,22705.jpg,http://assets.myntassets.com/v1/images/style/properties/9f8463e724322e0b47cc9f615acab635_images.jpg
22537,Men,Footwear,Sandal,Sandals,Tan,Casual,Gas Men Eldorado Tan Casual  Sandals,22537.jpg,http://assets.myntassets.com/v1/images/style/properties/465863ba7b810b5ef6c516fe91c77308_images.jpg
7731,Men,Footwear,Flip Flops,Flip Flops,Grey,Casual,Puma Men's Winglet II Grey Yellow White Flip Flop,7731.jpg,http://assets.myntassets.com/v1/images/style/properties/9473ae18face7603f7bdb4b6fda3d8e2_images.jpg
22153,Men,Footwear,Sandal,Sandals,Brown,Casual,Lee Cooper Men Brown Casual Sandals,22153.jpg,http://assets.myntassets.com/v1/images/style/properties/99808c9bdfee6165a0cec81d0219c1a1_images.jpg
43958,Men,Footwear,Sandal,Sandals,Olive,Casual,Puma Men Olive Techno Ind Sandal,43958.jpg,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Olive-Techno-Ind-Sandal_3e7aa0b204f4317a017dfbefe260700b_images.jpg
16154,Men,Footwear,Shoes,Formal Shoes,Black,Formal,Enroute Men Leather Black Formal Shoes,16154.jpg,http://assets.myntassets.com/v1/images/style/properties/1e1ddab59626e99f7163c2c8c20743b6_images.jpg
22361,Men,Footwear,Sandal,Sports Sandals,Navy Blue,Casual,Reebok Men Navy Twist Sandals,22361.jpg,http://assets.myntassets.com/v1/images/style/properties/Reebok-Men-Blue-Twist-Sandals_9d151773708628e8efa686c33561b54a_images.jpg
50741,Men,Footwear,Shoes,Casual Shoes,Black,Casual,Red Chief Men Black Shoes,50741.jpg,http://assets.myntassets.com/v1/images/style/properties/2dba90668d61bd7dd5e25a02d7612ee3_images.jpg
18492,Men,Footwear,Flip Flops,Flip Flops,Blue,Casual,Puma Men Danny Blue Slipper,18492.jpg,http://assets.myntassets.com/v1/images/style/properties/b5df5f57f0feda7a42510b6ebedf4f4d_images.jpg
20856,Men,Footwear,Shoes,Casual Shoes,Black,Casual,United Colors of Benetton Men Casual Black Shoes,20856.jpg,http://assets.myntassets.com/v1/images/style/properties/fc4d12bcdc99ec17c6cbff23ce164f00_images.jpg
41861,Men,Footwear,Sandal,Sandals,Black,Casual,Estd. 1977 Men Black Sandals,41861.jpg,http://assets.myntassets.com/v1/images/style/properties/b996cb05ae7c16cabfa4cadc23818247_images.jpg
5608,Men,Footwear,Sandal,Sandals,Black,Casual,ADIDAS Men Kendall Black Navy Floater,5608.jpg,http://assets.myntassets.com/v1/images/style/properties/f12bab8f2514a0656f81aa863dd966c3_images.jpg
47198,Men,Footwear,Sandal,Sandals,Brown,Casual,Franco Leone Men Brown Sandals,47198.jpg,http://assets.myntassets.com/v1/images/style/properties/08be9002361c65ffa2e08a8f12464f56_images.jpg
19772,Men,Footwear,Shoes,Casual Shoes,Blue,Casual,ADIDAS Men Vigor Blue Casual Shoes,19772.jpg,http://assets.myntassets.com/v1/images/style/properties/4ce7d857814ce0fec13e120fe55522c9_images.jpg
11947,Men,Footwear,Sandal,Sandals,Olive,Casual,Ganuchi Men Casual Olive Sandals,11947.jpg,http://assets.myntassets.com/v1/images/style/properties/464879391de4e1a7b881dad3b7bd83a8_images.jpg
34832,Men,Footwear,Shoes,Sports Shoes,White,Sports,ADIDAS Men Sukoi White Sports Shoes,34832.jpg,http://assets.myntassets.com/v1/images/style/properties/0eeb810eac77b956c5b62381e1f3010b_images.jpg
23885,Men,Footwear,Shoes,Sports Shoes,Grey,Sports,Fila Men Grey Hex Sports Shoes,23885.jpg,http://assets.myntassets.com/v1/images/style/properties/FILA-Men-Sports-Shoes_f76566f76f49de0fdea5bedbe1c7db67_images.jpg
41439,Men,Footwear,Shoes,Sports Shoes,Black,Sports,Lee Cooper Men Black Sports Shoes,41439.jpg,http://assets.myntassets.com/v1/images/style/properties/09edfdb4c1dc1478ea35507b0bdc41ce_images.jpg
5896,Men,Footwear,Shoes,Casual Shoes,Black,Casual,Puma Men Cavallino Black Shoe,5896.jpg,http://assets.myntassets.com/v1/images/style/properties/57601ed1977aecafecafbfb1fe49a424_images.jpg
49492,Men,Footwear,Shoes,Casual Shoes,Maroon,Casual,Vans Men Maroon & Grey Era Shoes,49492.jpg,http://assets.myntassets.com/v1/images/style/properties/Vans-Men-Maroon---Grey-Era-Shoes_f95fd18a6cf5c1deede9c2a3304cfd2c_images.jpg
12960,Men,Footwear,Shoes,Sports Shoes,White,Sports,ADIDAS Men Sports White Sports Shoes,12960.jpg,http://assets.myntassets.com/v1/images/style/properties/81780f9a8eebc7fb3d57ffffa7f455ae_images.jpg
9031,Men,Footwear,Shoes,Casual Shoes,Tan,Casual,Buckaroo Men loma Tan Casual Shoes,9031.jpg,http://assets.myntassets.com/v1/images/style/properties/c42e34c84003a87f8fc0d5694e82d4c3_images.jpg
15379,Men,Footwear,Shoes,Casual Shoes,Black,Casual,Fila Men Lobato Black Casual Shoes,15379.jpg,http://assets.myntassets.com/v1/images/style/properties/593368a3e9649a12de803e50fa2ed17a_images.jpg
7399,Men,Footwear,Shoes,Formal Shoes,Black,Formal,Red Tape Men's Black Formal Shoe,7399.jpg,http://assets.myntassets.com/v1/images/style/properties/f100c2c689ac3bf1ecbf643b1921c001_images.jpg
9203,Men,Footwear,Shoes,Sports Shoes,Black,Sports,Puma Men Axis XT Black Shoes,9203.jpg,http://assets.myntassets.com/v1/images/style/properties/70ffebcb332030e98e65461076ac2fb0_images.jpg
44948,Men,Footwear,Shoes,Sports Shoes,Black,Sports,Puma Men Black Aquil II Sports Shoes,44948.jpg,http://assets.myntassets.com/v1/images/style/properties/39cef2982137215d71ed41a558159659_images.jpg
19927,Men,Footwear,Sandal,Sandals,Grey,Casual,ADIDAS Men Receptor Grey Sandals,19927.jpg,http://assets.myntassets.com/v1/images/style/properties/3fa8e7f3bd3eeb217a8cb060d1db2567_images.jpg
3998,Men,Footwear,Flip Flops,Flip Flops,Black,Casual,Spalding Men's Black and White Graphic Flip Flop,3998.jpg,http://assets.myntassets.com/v1/images/style/properties/91352b9549b9c0d570180dd1be12738d_images.jpg
16153,Men,Footwear,Shoes,Formal Shoes,Black,Formal,Enroute Men Leather Black Formal Shoes,16153.jpg,http://assets.myntassets.com/v1/images/style/properties/c80c08ee91ff76e9ef5f3ec53fc6b6a7_images.jpg
50746,Men,Footwear,Shoes,Formal Shoes,Black,Formal,Red Chief Men Black Formal Shoes,50746.jpg,http://assets.myntassets.com/v1/images/style/properties/70545e7653ee98ed7a82d2b13fc2d93b_images.jpg
22154,Men,Footwear,Shoes,Formal Shoes,Black,Formal,Lee Cooper Men Black Formal Shoes,22154.jpg,http://assets.myntassets.com/v1/images/style/properties/8ad35a71d39ef0432055771175ca3adc_images.jpg
19329,Men,Footwear,Shoes,Casual Shoes,Brown,Casual,Puma Men Standpunkt Brown Casual Shoes,19329.jpg,http://assets.myntassets.com/v1/images/style/properties/bcb01252e8d12d743d85d0001586fee0_images.jpg
11978,Men,Footwear,Sandal,Sandals,Navy Blue,Casual,FILA Men Aruba Navy Blue Sandal,11978.jpg,http://assets.myntassets.com/v1/images/style/properties/5c439c0c29672ff85b3aaafb66a43ae8_images.jpg
35587,Men,Footwear,Sandal,Sandals,Brown,Casual,Gliders Men Brown Leather Sandals,35587.jpg,http://assets.myntassets.com/v1/images/style/properties/Gliders-Men-Brown-Leather-Sandals_95633c99c7d10aa8995f5c3d6920374d_images.jpg
5405,Men,Footwear,Shoes,Sports Shoes,White,Sports,Kalenji Ekiden Comfort Prime 2011,5405.jpg,http://assets.myntassets.com/v1/images/style/properties/07932c2277eda49d29639f0fe3c4e4c6_images.jpg
20869,Men,Footwear,Sandal,Sandals,Brown,Casual,Fila Men Camper Brown Sandals,20869.jpg,http://assets.myntassets.com/v1/images/style/properties/29fd56a0b77043ee672235e0cfd353cc_images.jpg
39944,Men,Footwear,Shoes,Casual Shoes,Grey,Casual,GAS Men Grey Namib Shoes,39944.jpg,http://assets.myntassets.com/v1/images/style/properties/a63da69bf6b0a00d95dde7d444f57bc5_images.jpg
21187,Men,Footwear,Flip Flops,Flip Flops,Yellow,Casual,ADIDAS Men Plugged In Yellow Flip Flops,21187.jpg,http://assets.myntassets.com/v1/images/style/properties/fc3c2314edb31f522eab09b78ebede00_images.jpg
36130,Men,Footwear,Shoes,Casual Shoes,Grey,Casual,Nike Men Dunk High Grey Shoes,36130.jpg,http://assets.myntassets.com/v1/images/style/properties/ca603a625578f83eebaa222051bb442b_images.jpg
8914,Men,Footwear,Shoes,Sports Shoes,White,Sports,Puma Men Future Cat Remix SF White Sports Shoes,8914.jpg,http://assets.myntassets.com/v1/images/style/properties/b1d9e4498de202e29570bd08090f26a9_images.jpg
46081,Men,Footwear,Sandal,Sandals,Navy Blue,Casual,ADIDAS Men Navy Blue Benton Sandals,46081.jpg,http://assets.myntassets.com/v1/images/style/properties/4c6e1b047904fe55b1b3fd4e1f26afea_images.jpg
35573,Men,Footwear,Flip Flops,Flip Flops,Blue,Casual,Gliders Men Esquire Blue Flip Flops,35573.jpg,http://assets.myntassets.com/v1/images/style/properties/250838b0730b8630f23237809398b114_images.jpg
54544,Men,Footwear,Shoes,Sports Shoes,Black,Sports,F Sports Men Black Pace Sports Shoes,54544.jpg,http://assets.myntassets.com/v1/images/style/properties/F-Sports-Men-Black-Pace-Sports-Shoes_564a9fd92f55538cafab82567a7fbce3_images.jpg
4523,Men,Footwear,Shoes,Sports Shoes,Blue,Sports,Puma Men's Faas Blue White Silver Red Shoe,4523.jpg,http://assets.myntassets.com/v1/images/style/properties/0411da3a022ade1d11dfb7affdc6f536_images.jpg
45604,Men,Footwear,Shoes,Formal Shoes,Brown,Formal,Arrow Men Brown Formal Shoes,45604.jpg,http://assets.myntassets.com/v1/images/style/properties/2b27b053871a6e9325c0f422fe92b67a_images.jpg
10634,Men,Footwear,Shoes,Formal Shoes,Black,Formal,Carlton London Men Black Oxford Wingtip Brogues,10634.jpg,http://assets.myntassets.com/v1/images/style/properties/f1d954cfacfc79f32325794d43b6c3a0_images.jpg
17411,Men,Footwear,Shoes,Sports Shoes,White,Sports,Lotto Men Basketball Mid White Sports Shoe,17411.jpg,http://assets.myntassets.com/v1/images/style/properties/95dd8b87ceff0247a70579ba850c0164_images.jpg
30233,Men,Footwear,Shoes,Casual Shoes,White,Casual,Numero Uno Men White Shoes,30233.jpg,http://assets.myntassets.com/v1/images/style/properties/115e53e76402ea9af077f2d5e44a7ea4_images.jpg
15722,Men,Footwear,Shoes,Sports Shoes,Grey,Sports,Nike Men Lunarswift+ 3 Shield Grey Sports Shoes,15722.jpg,http://assets.myntassets.com/v1/images/style/properties/9854a566783e31b6172f1deab77281fa_images.jpg
12507,Men,Footwear,Shoes,Casual Shoes,Black,Casual,Red Tape Men Casual Black Casual Shoes,12507.jpg,http://assets.myntassets.com/v1/images/style/properties/b1ff46e8d902c8cf2eb2664e792014a6_images.jpg
3150,Men,Footwear,Shoes,Sports Shoes,Black,Sports,Nike Men's Lunarswift Black Shoe,3150.jpg,http://assets.myntassets.com/v1/images/style/properties/f23c4d59eb6ca3cd621c3db690e0c708_images.jpg
42045,Men,Footwear,Shoes,Casual Shoes,Yellow,Casual,Nike Men Wardour Chukka Yellow Casual Shoes,42045.jpg,http://assets.myntassets.com/v1/images/style/properties/bf609f778c0433c073cf4857238104eb_images.jpg
24257,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Casual,Numero Uno Men Navy Blue Casual Shoes,24257.jpg,http://assets.myntassets.com/v1/images/style/properties/d0ee2c3d9795f7a1d0f5679e3a6cde55_images.jpg
15510,Men,Footwear,Shoes,Casual Shoes,Charcoal,Casual,Rockport Men CV Toe HI Charcoal Casual Shoes,15510.jpg,http://assets.myntassets.com/v1/images/style/properties/659ca18f067f9fb78cc7824eaf1d165e_images.jpg
11971,Men,Footwear,Shoes,Sports Shoes,White,Sports,Fila Men Glow White Sports Shoes,11971.jpg,http://assets.myntassets.com/v1/images/style/properties/ab1fe16c66350052ecb0ade9502ebcca_images.jpg
44941,Men,Footwear,Shoes,Formal Shoes,Black,Formal,Franco Leone Men Formal Shoes,44941.jpg,http://assets.myntassets.com/v1/images/style/properties/851760e82d34ebdc4b38d0dcd399e3f2_images.jpg
24098,Men,Footwear,Sandal,Sandals,Black,Casual,Red Tape Men Black Sandals,24098.jpg,http://assets.myntassets.com/v1/images/style/properties/3f605d586102ca09379cc592e697610a_images.jpg
28655,Men,Footwear,Shoes,Sports Shoes,White,Sports,Nike Men Zoom Structure White Sports Shoes,28655.jpg,http://assets.myntassets.com/v1/images/style/properties/03024db69975ad4be6f33eb928e08f96_images.jpg
9497,Men,Footwear,Sandal,Sandals,Black,Casual,Decathlon Men Arpenaz Black Sandals,9497.jpg,http://assets.myntassets.com/v1/images/style/properties/11371998e15f21cf032b30fdba5e972c_images.jpg
16966,Men,Footwear,Shoes,Sports Shoes,Black,Sports,Reebok Men Sprintfit Lite Black Sports Shoe,16966.jpg,http://assets.myntassets.com/v1/images/style/properties/b4a93449c1fd4666bf2572c3d8d9763d_images.jpg
41857,Men,Footwear,Sandal,Sandals,Olive,Casual,Bata Men Hummer Grey Sandals,41857.jpg,http://assets.myntassets.com/v1/images/style/properties/5209f6e3a73471f764528cf56902d50b_images.jpg
36139,Men,Footwear,Shoes,Sports Shoes,Black,Sports,Nike Men The Overplay VII Black Sports Shoes,36139.jpg,http://assets.myntassets.com/v1/images/style/properties/0834f6ae67b7891d53e9a0d612a6fe46_images.jpg
24408,Men,Footwear,Shoes,Sports Shoes,Black,Sports,ADIDAS Men Black Vanquish Sports Shoes,24408.jpg,http://assets.myntassets.com/v1/images/style/properties/724a329e2ac5bcf1aadfc7fda484cba9_images.jpg
20894,Men,Footwear,Shoes,Casual Shoes,Red,Casual,Basics Men Red Casual Shoes,20894.jpg,http://assets.myntassets.com/v1/images/style/properties/6cdbcb8a0c91f6f08a5eca566a30ba9e_images.jpg
40971,Men,Footwear,Shoes,Casual Shoes,Brown,Casual,Buckaroo Men Brown Casual Shoes,40971.jpg,http://assets.myntassets.com/v1/images/style/properties/e5b5823706a1c890f4300f30c92f59b2_images.jpg
12956,Men,Footwear,Shoes,Sports Shoes,Blue,Sports,ADIDAS Men Sports Blue Sports Shoes,12956.jpg,http://assets.myntassets.com/v1/images/style/properties/3a9f62b28cc78e42ffc030e179f8a438_images.jpg
6619,Men,Footwear,Shoes,Sports Shoes,White,Sports,ADIDAS Men's Boris White Shoe,6619.jpg,http://assets.myntassets.com/v1/images/style/properties/2aacd81da075c8d9cb891276bd9dbc9e_images.jpg
23847,Men,Footwear,Shoes,Sports Shoes,White,Sports,ADIDAS Men White Duramo 3 Sports Shoes,23847.jpg,http://assets.myntassets.com/v1/images/style/properties/8b1c19f33a7ab230c7b37aa9e6996f71_images.jpg
11985,Men,Footwear,Shoes,Sports Shoes,Black,Sports,Fila Men Glow Black Sports Shoes,11985.jpg,http://assets.myntassets.com/v1/images/style/properties/4bfce78151c396213aa4ce1ad204468b_images.jpg
15519,Men,Footwear,Flip Flops,Flip Flops,Brown,Casual,Rockport Men Jelba Brown Flip Flops,15519.jpg,http://assets.myntassets.com/v1/images/style/properties/1d16b7a631810087d206ebcc2af4bcea_images.jpg
23249,Men,Footwear,Shoes,Formal Shoes,Black,Formal,Arrow Men Formal Black Shoes,23249.jpg,http://assets.myntassets.com/v1/images/style/properties/ae9b19f9e5b20995dd206e0400b2dbce_images.jpg
17840,Men,Footwear,Shoes,Sports Shoes,Red,Sports,Nike Men Air Quick Handle Red Sports Shoe,17840.jpg,http://assets.myntassets.com/v1/images/style/properties/c481346a8ed1ce44ec54b459af7de08a_images.jpg
3159,Men,Footwear,Shoes,Sports Shoes,White,Sports,Nike Men's Air Max Moto White Blue Shoe,3159.jpg,http://assets.myntassets.com/v1/images/style/properties/538e095d6e2d1fe70731f5a14c154f2a_images.jpg
33646,Men,Footwear,Sandal,Sandals,Black,Casual,Lotto Men Ridge Black Sandals,33646.jpg,http://assets.myntassets.com/v1/images/style/properties/affe3aa43d16e7d72433a0a2d82cfc9d_images.jpg
44714,Men,Footwear,Flip Flops,Flip Flops,Maroon,Casual,Lotto Men Maroon Juve Flip Flop,44714.jpg,http://assets.myntassets.com/v1/images/style/properties/02d77ac6bf8e51ea28378b0f1bfd7e00_images.jpg
16733,Men,Footwear,Flip Flops,Flip Flops,Black,Casual,Lotto Men Earth Black Slipper,16733.jpg,http://assets.myntassets.com/v1/images/style/properties/c409e1086cf84af1e6f56d7899e762f8_images.jpg
7364,Men,Footwear,Shoes,Casual Shoes,Brown,Casual,Red Tape Men's Brown casual Shoe,7364.jpg,http://assets.myntassets.com/v1/images/style/properties/e1f82da932e688fe0f59740369c59b97_images.jpg
47191,Men,Footwear,Shoes,Formal Shoes,Black,Formal,Franco Leone Men Black Formal Shoes,47191.jpg,http://assets.myntassets.com/v1/images/style/properties/81cf8c19e59aa21dd516d55a44f49a35_images.jpg
13073,Men,Footwear,Shoes,Casual Shoes,White,Casual,Numero Uno Men White Shoes,13073.jpg,http://assets.myntassets.com/v1/images/style/properties/26e93a4246e479e84c16a0ae547d2158_images.jpg
5601,Men,Footwear,Flip Flops,Flip Flops,Brown,Casual,Nike Men's Splash Thong Yellow Black Flip Flop,5601.jpg,http://assets.myntassets.com/v1/images/style/properties/31cec799c74c62b9785cc809953ae766_images.jpg
39972,Men,Footwear,Shoes,Casual Shoes,Grey,Casual,GAS Men Grey Campus Casual Shoes,39972.jpg,http://assets.myntassets.com/v1/images/style/properties/GAS-Men-Casual-Shoes_b877c388a1212f0886ad1cb52e5c03fb_images.jpg
